"","filename","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"17","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",1,"Scene 1",1,"Plutus",NA,"Nu har jeg udforsket stadens tilstand og med forundring mærket at de dueligste og dydigste mænd har været betlefærdige. Men stadens skikkelse skal snart forandres. Man skal med glæde og fornøjelse mærke at Plutus er ej mere blind: Man skal se dyden at belønnes, og hver borger skal derved opmuntres til dydens øvelse. Men der ser jeg den gode Timotheus at komme, han ser glad og fornøjet ud, og det ikke uden årsag, thi hans skrin og kister, som forhen var tomme, er nu opfyldt med guld og sølv.",NA,"Plutus",4,"(1753)"
"18","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",10,"Scene 2",2,"Plutus",NA,"Det er at sige: I ønsker jeres medborger alt godt, men kan ikke lide at han sættes i samme velstand med eder. Gak bort og se til at I anvender på gode og nyttige ting den skat som er eder tilfaldet, og misund andre ikke deres lykke.",NA,"Plutus",4,"(1753)"
"19","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",8,"Scene 3",3,"Plutus",NA,"Jeg mærker at I er en god mand, og at I fortjener at være delagtig i de gaver jeg i denne stad gør til dydige borgere. Gak straks hjem til jeres hus, der skal I finde en skat som skal hjælpe eder på fode. Lad eder dog deraf ikke forlede til ørkesløshed, men bliv ved eders forrige profession.",NA,"Plutus",4,"(1753)"
"20","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",7,"Scene 4",4,"Plutus",NA,"Jeg ser at I også er en god mand. Bliv ved eders forhold og gak hjem, hvor I skal finde et liggendefæ.",NA,"Plutus",4,"(1753)"
"21","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",22,"Scene 5",5,"Bonden",NA,"Tak, nådige herre, det er en stor trøst for mig i min alderdom.",NA,"Plutus",4,"(1753)"
"22","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",10,"Scene 6",6,"Plutus",NA,"Det kan óg måske hænde sig. Thi man siger i ordsproget at penge giver både byrd og skønhed og kan forårsage at en Medusa stikker i øjnene som en Venus.",NA,"Plutus",4,"(1753)"
"23","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",10,"Scene 7",7,"Plutus",NA,"Han gik vred bort. Alle andre sådanne personer ville få samme afsked. Undsætning af penge havde ikke tjent denne unge karl til andet end at forny hans dårlige og vellystige levned. Men der ser jeg en anden sollicitant som er ikke et hår bedre og derfor vil få samme afvisning.",NA,"Plutus",4,"(1753)"
"24","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",30,"Scene 8",8,"Den drukne",NA,"Magistratens tjenere. Ha ha! Magistratens tjenere. Magistratens tjenere drikker lige så stærkt som jeg. Ha ha, magistratens tjenere.",NA,"Plutus",4,"(1753)"
"25","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",12,"Scene 9",9,"Plutus",NA,"I mærker således heraf at I kan ingen anden trøst få af mig end den forrige mand, som I selv fordømte og holdt uværdig til mine gaver. Gak derfor straks fra mig. Jeg vil også begive mig herfra på et andet sted i staden for at anhøre flere sollicitanter.",NA,"Plutus",4,"(1753)"
"26","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",37,"Scene 10",10,"Palæstrio",NA,"Og det er for din eng.",NA,"Plutus",4,"(1753)"
"27","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",20,"Scene 11",11,"Davus",NA,"Ja, vi skal forlige os til din ulykke.",NA,"Plutus",4,"(1753)"
"28","Plutus_mod.jsonl","Tredje akt",3,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",11,"Scene 12",12,"Diogenes",NA,"Det må komme an på et forsøg. Lad os gå til side så længe.",NA,"Plutus",4,"(1753)"
"29","Plutus_mod.jsonl","Fjerde akt",4,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",14,"Scene 1",1,"Davus",NA,"Til side, der kommer rådsherrerne.",NA,"Plutus",4,"(1753)"
"30","Plutus_mod.jsonl","Fjerde akt",4,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",55,"Scene 2",2,"Rådsherren",NA,"Behager Dem da at træde til side medens vi voterer.",NA,"Plutus",4,"(1753)"
"31","Plutus_mod.jsonl","Fjerde akt",4,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",8,"Scene 3",3,"Første rådsherre",NA,"Lad nu parterne komme ind igen.",NA,"Plutus",4,"(1753)"
"32","Plutus_mod.jsonl","Fjerde akt",4,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",7,"Scene 4",4,"Penia",NA,"	Følg, kære børn, med mig,
og øjne ikke væder.
	Lad dyden græmme sig,
og staden kun begræder,
	som inden sol går ned,
skal øjensynlig lære
	at indbildt herlighed
til strikke den vil være.
",NA,"Plutus",5,"(1753)"
"33","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 1",1,"Davus",NA,"Sådan hans dårlige uddeling har forårsaget forbitrelse hos de forbigangne så at staden trues med indbyrdes krig, óg slår jeg mig gerne til deres parti. Mange rigdoms gaver er udøst på uværdige og slemme mennesker, og de som tilforn var gode, er blevet onde. Thi nogle af dem er henfaldet til hovmod, andre til gerrighed, så at det synes at rigdom har gjort dem trængende og nødlidende. Min gamle ven Cleon, som en og anden gang i sin fattigdom har rakt mig hånden og lånt mig penge uden rente, begærer nu 12 procent skønt han af Pluto har fået en stor skat. Men der ser jeg Menander med en stor pengepung. Hvis han af Pluto har fået en skat og jeg er blevet forbigået, græmmer jeg mig til døde.",NA,"Plutus",4,"(1753)"
"34","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",9,"Scene 2",2,"Menander",NA,"Hvis du tølper ikke går til side, får du straks et par ørefigner.",NA,"Plutus",4,"(1753)"
"35","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",12,"Scene 3",3,"Davus",NA,"Dog det er bedst at jeg trakterer dette med foragt. Krigens udfald er uvist. Livet er et kostbart klenodie, som man ikke så let må sætte på spil. Jeg vil måske finde samme koldsindighed og hovmod hos flere venner som Plutus har beriget. Når jeg ret overvejer alting, så er de at beklage – ja den hele stad er at beklage, som ved denne forandring henstyrtes i laster og udyder.",NA,"Plutus",4,"(1753)"
"36","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",25,"Scene 4",4,"Davus",NA,"Jeg skal min tro være dem i sådant forsæt behjælpelig.",NA,"Plutus",4,"(1753)"
"37","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",1,"Scene 5",5,"Diogenes",NA,"Hvad vi hidindtil i en hast har set, er kun et præludium til forestående sørgespil, som ikke uden ved Pluti forviselse og Peniæ tilbagekomst kan endes. Man nødes vel at gribe til det middel. Gid det ikke ville vare for længe førend sygdommen tager så meget overhånd at den bliver inkurabel. Jeg har formået Penia at opholde sig lidt uden for stadsporten på det hun i en hast kan komme staden til hjælp igen. Jeg ser begyndelse til borgerlig krig, jeg ser mange af vore borgere, som forhen holdtes for de dydigste mænd, allerede at være forfaldet til hovmod, vellyst, ødselhed og gerrighed, thi rigdom har stridige virkninger. Den fattige almue truer at hævne sig over rådet formedelst afsagte ubillige dom og at sætte ild på rådhuset. Men der ser jeg en af rådsherrerne at komme, han ser ganske forvirret ud.",NA,"Plutus",4,"(1753)"
"38","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",15,"Scene 6",6,"Diogenes",NA,"I må heller sige Jupiters tilladelse. Thi himmelen tillader ofte et og andet som mennesker anholder om, for at overbevise dem hvor ilde grundede deres ansøgninger er. Men jeg må gå.",NA,"Plutus",4,"(1753)"
"39","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",6,"Scene 7",7,"Første rådsherre",NA,"Kald en efter anden hid ind, hr. notarius.",NA,"Plutus",4,"(1753)"
"40","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",13,"Scene 8",8,"Første rådsherre",NA,"Den gode jomfru sker uret. Men hvad råd er derimod? Kald en anden ind.",NA,"Plutus",4,"(1753)"
"41","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",18,"Scene 9",9,"Første rådsherre",NA,"Lad da en anden komme ind.",NA,"Plutus",4,"(1753)"
"42","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",9,"Scene 10",10,"Pigen",NA,"Jeg forlader mig på rådets assistance.",NA,"Plutus",4,"(1753)"
"43","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",11,"Scene 11",11,"Skriveren",NA,"Jeg må hen at se hvad der er på færde, og om man har overfaldet offerpræsten.",NA,"Plutus",4,"(1753)"
"44","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",5,"Scene 12",12,"Første rådsherre",NA,"Vi må straks uden forhaling indføre i procession fattigdommens gudinde.",NA,"Plutus",4,"(1753)"
"45","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 13",13,"tjeneren",NA,"I gode herrer kan straks i sikkerhed gå bort, thi en frygt og rædsel er kommet på staden så at stivhed og oprør er forvandlet til sagtmodighed og ydmyghed.",NA,"Plutus",4,"(1753)"
"46","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 14",14,"",NA,"O, et forunderligt eksempel!
For den man nys oprejste tempel,
	nu hånhed vises og foragt.
Af staden dens velgører ledes,
og fattigdom igen ombedes
	at øve forrig’ overmagt.
En fiende på ny man hylder
og egne synder mig påskylder
	skønt alles jeg velgører er.
Jeg søge må nu andre stæder
hvor leves kan i pris og hæder,
	hvor for velgerning tak man ter.
Med blindhed jeg på ny er slagen,
og øjnes syn mig er betagen,
	jeg skiller, kender intet mer’.
Jeg mig derover ej bør græmme,
thi med det gode jeg det slemme
	blandt mennesker ej mere ser.
",NA,"Plutus",5,"(1753)"
"47","Plutus_mod.jsonl","Femte akt",5,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 15",15,"",NA,"Af dette skuespil vi kende kan og lære
hvor ilde grundede tit vores ønsker ere.
	Man hyler, klager og som uheld det anser
	at lykken, rigdoms gud med blindhed slagen er.
Lad rigdoms blinde gud i blindhed stedse stikke,
lad ham i tågen gå, forlanger, ønsker ikke
	at kunstig okulist sin kunst på denne gud
	må øve, at han hind’ af øje skærer ud.
",NA,"Plutus",5,"(1753)"
