"","filename","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"15","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",36,"Scene 7",7,"Jeronimus",NA,"Ej, snak! Hvad byrde i 2000 dukater? Bliv du kun her til jeg kommer tilbage.",NA,"Husspøgelse",4,"(1753)"
"16","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",2,"Scene 8",8,"Henrik",NA,"Den gamle skælm ville ikke tro mig. Jeg må narre ham lidt mere. Jeg må affilutere ham de 2000 dukater når han kommer tilbage. Dermed kan monsieur Leander betale al sin gæld. Hvad middel skal jeg nu bruge dertil? Jeg vil agere genganger og jage sådan skræk ind i ham, at han for at redde livet skal levere mig guldbørsen. Det skal min tro gå rigtig an. Men hvad vil udfaldet blive på alt dette? Jeg kan jo derved redde mig selv fra galgen, som jeg ved alle disse skælmsstykker har fortjent. Jeg kan jo betinge mig pardon ved at skaffe ham guldbørsen tilbage. Det går rigtig an. Jeg er alt lykkeligt kommet i havnen. Jeg kaster anker og slår mit sind til rolighed. Nu må jeg først se til at skaffe det drukne selskab af huset.",NA,"Husspøgelse",4,"(1753)"
"17","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",21,"Scene 1",1,"Henrik",NA,"Jeg vil dog denne gang for din dydige søns skyld spare din person, og du skal have fred herefter.",NA,"Husspøgelse",4,"(1753)"
"18","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",2,"Scene 2",2,"Jeronimus",NA,"Ak, i en ulyksalig tid gjorde jeg denne lybske rejse. Ak, jeg kan ikke mere. Dog må jeg takke himmelen at jeg slap så let; og når jeg tænker mig om, må jeg være glad ved at jeg er skilt ved de uretfærdige penge hvorom jeg hørte at gengangeren vidste besked så at han også kunne sige summen netop. Jeg gør bedst at tie ved denne hændelse, thi jeg beskæmmer mig kun selv ved at give den til kende. Men hvad mon den lakaj vil som går lige til huset?",NA,"Husspøgelse",4,"(1753)"
"19","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",46,"Scene 3",3,"Jeronimus",NA,"Hvor forstyrret og tåbelig end denne karls tale var, så har den dog bragt mit sind i urolighed. Jeg kunne snart falde på de tanker at ... Men jeg har jo til min ulykke set gengangeren med mine egne øjne så jeg ingen årsag kan have at tvivle om at alting jo er rigtigt efter Henriks beretning. Og hvad skulle bevæge ham eller nogen til at opdigte sådant? Jeg har jo talt med jøden som har forstrakt penge på det købte hus. Jeg har jo også talt med sælgeren hr. Leonard. Knæg ten må derfor enten have været gal eller beskænket. Men der ser jeg hr. Leonard.",NA,"Husspøgelse",4,"(1753)"
"20","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",66,"Scene 4",4,"Leonard",NA,"Træd nu kun frit ind, hr. Jeronimus, så skal han straks komme af drømmen. Han skal i steden for genganger finde dækkede borde, vinflasker og musikalske instrumenter og høre husholderskens bekendelse.",NA,"Husspøgelse",4,"(1753)"
"21","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",9,"Scene 5",5,"Arv",NA,"Jeg i lige måde. Har han givet mig frokost i mor ges, så skal jeg nu hjælpe ham til aftensmåltid. Men der kommer herren selv med hans nabo seigneur Leonard.",NA,"Husspøgelse",4,"(1753)"
"22","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",19,"Scene 6",6,"Jeronimus",NA,"Og han går endnu med oprejst hoved. Hør, Jesper og Arv, gå lidt til side, og hent et godt stærkt reb.",NA,"Husspøgelse",4,"(1753)"
"23","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",40,"Scene 7",7,"Henrik",NA,"Og jeg skal lave mig på at modstå med tapperhed alle de plager som kan pålægges mig.",NA,"Husspøgelse",4,"(1753)"
"24","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",10,"Scene 8",8,"Leonard",NA,"Da vil jeg føre ham herind.",NA,"Husspøgelse",4,"(1753)"
"25","Abracadabra_mod.jsonl","Tredje akt",3,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",53,"Scene 9",9,"Henrik",NA,"Nu er komedien til ende: Gå nu hver hjem til sit, og hvis eders koner eller husholdersker knurrer efterdi I komme så silde hjem om aftenen, så læs eders abracadabra 3 gange i rad. Dermed bevæbner I eder såvel mod dem som mod andre spøgelser. Ellers lærer man af denne komedie, hvori ingen aktricer have været, at mange vigtige ting kan forrettes uden fruentimmerets hjælp.",NA,"Husspøgelse",4,"(1753)"
"26","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",16,"Scene 1",1,"Arbaces.",NA,"Far vel min Princesse, og bliv mig stedse troe og bestandig; betænk hvad jeg i din Fraværelse maa lide, og lad min Person undertiden være udi Erindring hos dig, og da vil jeg udi Kraft af Kierlighed, saa ofte jeg",NA,"ARTAXERXES",4,""
"27","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",18,"Scene 2",2,"Arbaces.",NA,"Hvilken Dag er denne. O du ulyksalige Arbaces!",NA,"ARTAXERXES",4,""
"28","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",10,"Scene 3",3,"Artabanus.",NA,"Medlidenhed er her lastværdig, hvo som omkommer sin Fader, er ikke meere Søn.",NA,"ARTAXERXES",4,""
"29","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",1,"Scene 4",4,"Artaxerxes alleene.",NA,"Hvilket Offer skeer ikke her; eet eeneste Mord straffer en Misdæder, og tilligemed baner mig Vey til Thronen. Det er sandt nok. Men mon denne Hevn ikke kand ansees for Verden, som en Begierlighed at regiere, og at jeg opofrer min ældre Broder for at træde udi hans første Fødsels Ret. Jeg maa tilbagekalde min Befalning, Himmelen vil nok have Omsorg for mig, og redde mig af min Broders Hænder.",NA,"ARTAXERXES",4,""
"30","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",8,"Scene 5",5,"Semira.",NA,"Gak da bort, utaknemmelige! nu er jeg overbeviiset om din Koldsindighed.",NA,"ARTAXERXES",4,""
"31","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",4,"Scene 6",6,"Semira",NA,"Af alting intet meermeer.meermeer.
	Kand qvæle, gaae til Hierte
Af alle Smerter er
	Den allerstørste Smerte,
At man maa græmme sig
	Naar Skiebnen vil forbyde
Det som man inderligunderliginderligunderlig (rettelsen også foreslået i Holbergordbogen s.v. underlig)
	Forlanger helst at nyde.nydenyde.nyde
Jeg i slig Hendelse
	Lyksalig mig vil prise,
Hvis min elskværdige
	Vil tilstaae og udviiseudviise.udviise
At Kierlighed mod mig,
	En troefast Elskerinde
Er utaknemmelig
	Og saadant vil Besinde.
",NA,"ARTAXERXES",5,""
"32","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",7,"Scene 7",7,"Mandane.",NA,"See der kommer Artabanus.",NA,"ARTAXERXES",4,""
"33","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",10,"Scene 8",8,"Artabanus.",NA,"Hvad vil den Klage, og disse Sukke sige. Intet er jo skeed, uden hvad I selv har befalet.",NA,"ARTAXERXES",4,""
"34","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",18,"Scene 9",9,"Mandane.",NA,"Veedst du ikke, at Hoffet er ham forbudet, efterdi han har begiert mig til sin Brud.",NA,"ARTAXERXES",4,""
"35","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",38,"Scene 10",10,"Artaxerxes.",NA,"Jeg maa da resolvere mig hertil, for ikke at give Aarsag til et forargeligt Exempel, og for at viise, at dette Mord som er øvet paa min Fader, gaaer mig til Hiertet. Men ach, med hvilken Bedrøvelse skrider jeg ikke til saadan Execution. Lad mig nu et Øyeblik blive i Roe for at bestyrke mig, og for at bestride mit Sinds Vankelmodighed, som svæver imellem Venskab og Retfærdigheds Handhævelse. Jeg betræder nu en Post af en Dommer, af en Ven, af en Konge, og af en Elsker i Henseende til hans Søster Semira, som jeg udi Kierlighed har forbundet mig til.",NA,"ARTAXERXES",4,""
"36","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",9,"Scene 11",11,"Artabanus.",NA,"Jeg er ikke din Fader, og du est ikke min Søn, jeg haver ingen Medlidenhed med en Forrædder, med en",NA,"ARTAXERXES",4,""
"37","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",3,"Scene 12",12,"Semira.",NA,"Beviis din Uskyldighed, saa skal Semira høre dig, ja endogsaa tale for dig til din Frelse. Men hvis du ikke lægger denne Misgierning fra dig, erkiender jeg dig ikke for min Broder, men anseer dig alleene som en fremmed Misdæder.",NA,"ARTAXERXES",4,""
"38","Artaxerxes_mod.jsonl","Første akt",1,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",24,"Scene 13",13,"Mandane.",NA,"Jeg troer dig ikke meer du uværdige.",NA,"ARTAXERXES",4,""
"39","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",9,"Scene 1",1,"Artaxerxes.",NA,"Men han siger jo stedse, at han er uskyldig: Han holdes jo for en Mand, udi hvis Mund Usandfærdighed ikke kand findes: Jeg gaaer hen til Side, paa det at du udi Frihed kand tale med ham selv, og udforske hvad som i Hiertet ligger skiult: See til, at du kand finde den ringeste og mindste Gnist til Undskyldning. Foreen her tilsammen din Søns Frelse, din Konges Roes og Thronens Ære. Bedrag, om du kand, intet skal være mig kierere, end at blive bedragen herudi, da der handles om at redde dens Liv, som aldrig har villet spare sit for min Frelse: Giv mig min halve Siæl igien, og see til, at jeg kand have Prætext til at erklære ham ligesaa uskyldig, som han var paa den Tid, da jeg af alle elskede ham meest. Vi have fra Vuggen været forbundne udi Venskab med hinanden, og du veed, at vi udi Modgang og Medgang, og udi alle paakommende Tilfælle, have været deelagtige med hinanden.",NA,"ARTAXERXES",4,""
"40","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",28,"Scene 2",2,"Artabanus.",NA,"Gaae da bort, du uværdige. Jeg kiender dig ikke mere for min Søn.",NA,"ARTAXERXES",4,""
"41","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",2,"Scene 3",3,"Arbaces",NA,"Der er ingen Ulykke til, som jo Skiebnen lader nedregne paa mig: Jeg føler alle paa en Dag; Er vel nogen Siel funden paa Jorden, der qvæles saaledes som min Siæl? Ach Himmel! hav dog Barmhiertighed med mig. Ulykkene, som truer mig med Undergang, ere saa mange",NA,"ARTAXERXES",4,""
"42","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",13,"Scene 4",4,"Mandane.",NA,"Ach! barbariske Semira, hvi giør du mit Sind denne Forestilling, som betager mig min Behiertighed, og foruroeliger mine Tanker paa nye.",NA,"ARTAXERXES",4,""
"43","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",2,"Scene 5",5,"Semira",NA,"Blant alle disse Ulykker, hvilken er den, som jeg først maae gaae i Møde! Mandane, Arbaces, Kongen, min Fader ere alle mine Fiender! Enhver angriber den svageste Deel af mit Hierte: Imidlertid naar jeg gaaer een af dem i Møde, haver jeg dog de andre paa Halsen. Jeg finder mig alt for svag og afmægtig til at imodstaae saa mange paa engang. Naar Flodens Vande flyde over deres Dæmninger, saa løber Agermanden nu til en, nu til en anden Side, for at standse dem: Men all hans Arbeyde, Konst og Møye er forgieves; thi naar han tilstopper een Aabning, saa bryde de ud paa andre Steder.",NA,"ARTAXERXES",4,""
"44","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",4,"Scene 6",6,"Artaxerxes.","(til Vagten)","jeg seer forud Aarsagen til deres Forlangende, og hvad enhver af dem vil forebringe.",NA,"ARTAXERXES",6,""
"45","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",9,"Scene 7",7,"Artaxerxes.",NA,"Staaer op, staaer op: Eders Sorg er mindre, end min.",NA,"ARTAXERXES",4,""
"46","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",19,"Scene 8",8,"Mandane",NA,"Mit arme Hierte zittrer i mit Bryst.",NA,"ARTAXERXES",4,""
"47","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",50,"Scene 9",9,"Arbaces.",NA,"Jeg besværger min Fader ved hans faderlige Hierte, ved hans eget Velgaaende at forholde sig stedse, som en troe Undersaat, at trøste min elskværdige Princesse, og at beskytte vor unge Konge. Saa vil jeg da døe med Glæde. Lev da vel min kiere Fader, og eftertænk hvilke Prøver jeg har ladet see paa sønlig Pligt og Kierlighed.",NA,"ARTAXERXES",4,""
"48","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",5,"Scene 10",10,"Mandane.",NA,"Vist er jeg den samme: Og fortiener jeg deraf at berømmes, thi jeg haver derudi intet giort uden hvad mig var anstændig: Og om Arbaces",NA,"ARTAXERXES",4,""
"49","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",5,"Scene 11",11,"Semira.",NA,"Hidindtil har jeg holdet dig, for en medlidende Beylere og for en ædelhierted Ven; Men i dette Øyeblik merker jeg at du est en troeløs Ven,",NA,"ARTAXERXES",4,""
"50","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",6,"Scene 12",12,"Artaxerxes.",NA,"Jeg tilstaaer gierne, at din Sorg er stor; men min er og ikke",NA,"ARTAXERXES",4,""
"51","Artaxerxes_mod.jsonl","Anden akt",2,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",2,"Scene 13",13,"Artabanus",NA,"Endeligen er jeg engang bleven alleene, saa at jeg kand tale frit, og respirere lidt udi denne mig paaførte Angest og",NA,"ARTAXERXES",4,""
"52","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",16,"Scene 1",1,"Artaxerxes.",NA,"En Gnist af Kierlighed kand endnu være tilbage, som med Tiden kand tilvoxe, og blive til forrige Flamme: Men nu da Saaret er nyt, maa Kierlighed vige for Nidkierhed, til Hevn over sin Faders Død.",NA,"ARTAXERXES",4,""
"53","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",1,"Scene 2",2,"Arbaces.",NA,"Jeg maa da reyse for at undflye den Straf, som jeg i Henseende til min Uskyldighed ikke har fortient: Ach Himmel, naar jeg eftertænker den Fare, min Fader svæver udi; Hvo veed det – – – Han kand maaske troe – – – Ach den forventende Fare bekymrer og forvirrer mig meere, end den nærværende Ulykke. Man kand tænke – – – hvorledes er det mueligt, at jeg allene kunde foretage – – Man kand tænke som troeligt er, at jeg for at",NA,"ARTAXERXES",4,""
"54","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",4,"Scene 3",3,"Artabanus",NA,"Min Søn er her ikke: Jeg daaner af Skræk, jeg frygter – – – jeg tvivler – – – hvorledes har han kunnet undløbe Fængslet. Arbaces! Arbaces! Mit Sind er af tusende Beængstelser omspændt, den Frygt, som jeg er geraaden udi, forestiller mig utallige bedrøvelige Billeder: Hvo veed, hvad ham er vederfaret – – – Hvo veed om han endnu lever. Himmelen har i Vrede udfundet den eeneste Vey og det eeneste Middel til at forvirre mig, og at giøre mine Anslag til intet. Den eeneste Tvivl og den Uvished, som jeg haver om min Søn, enten han endnu lever, eller han allerede er opofret, foraarsager, at jeg intet kand foretage, og at jeg intet Hierte haver til at i Verksætte mit Anslag; Hvis du min Søn er ikke meere til, døer jeg af Sorrig; men førend jeg døer, skal jeg mage det saa, at Kongen først skal opofres, og at han forud skal udi de Dødes Boeliger bringe Tidende om min Skiebne.",NA,"ARTAXERXES",4,""
"55","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",13,"Scene 4",4,"Mandane.",NA,"Ach! ach, hvad har jeg da bedrevet, for at opvække saa mange Fiender mod mig.",NA,"ARTAXERXES",4,""
"56","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",2,"Scene 5",5,"Semira",NA,"Hvad har jeg daarlige Menneske bedrevet! Jeg tænkte at formindre min Smerte ved at deele den med en anden, men jeg har heller forøgt den. Da jeg søgte at qvæle Mandane, tænkte jeg at finde Lindring i mit Hierte. Jeg har saaret hendes Hierte, men ikke læget mit eget.",NA,"ARTAXERXES",4,""
"57","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",33,"Scene 6",6,"Mandane.",NA,"Ney, du maa ikke ansee saadant som Tegn til Kierlighed; jeg siger endnu og igientager, hvad jeg forhen har sagt, gak bort, redde dig og lev.",NA,"ARTAXERXES",4,""
"58","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",10,"Scene 7",7,"Artaxerxes.",NA,"Og lad denne Livets Saft forvandle sig i mit Legem til Gift.",NA,"ARTAXERXES",4,""
"59","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",10,"Scene 8",8,"Artaxerxes.",NA,"Vi maa strax Iile, for at stille dette Oprør, og straffe de Skyldige.",NA,"ARTAXERXES",4,""
"60","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",7,"Scene 9",9,"Artaxerxes.",NA,"Jeg mærker, at det har været af Himmelens Indskydelse, at jeg satte ham paa frie Foed, og at det var beskikket, at han skulde frelse mit Liv, og beskytte min Throne; men hvor er han? leeder efter ham og fører ham hid.",NA,"ARTAXERXES",4,""
"61","Artaxerxes_mod.jsonl","Tredje akt",3,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",38,"Scene 10",10,"Chorus",NA,"Retfærdige Regent
	Dig Persien tilbeder,
Som Himlen os har sendt
	Til Landets Tarv og Hæder,
Den som Retfærdighed
	Med Mildhed kand foreene,
Blant store Helte Sted
	Erhverve kand alleene.
",NA,"ARTAXERXES",5,""
"62","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",6,"Scene 1",1,"Troels",NA,"Men hvem pokker er det som kommer så løbende? Det er Christophersens karl. Hvad mon han vil?",NA,"Barselsstuen",4,"(1724)"
"63","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",18,"Scene 2",2,"Claus",NA,"Du måtte gerne føre vidne på min mund. Jeg vil altid tilstå hvad jeg har sagt; thi jordemødre og ammer siger altid at barnet er sin far ligt, endskønt man kan bevise at faren var i Ostindien samme tider som barnet blev gjort. Men der kommer din husbond. Adjøs.",NA,"Barselsstuen",4,"(1724)"
"64","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",32,"Scene 3",3,"Corfitz",NA,"Hvem pokker spør’ om hvad vi skriver? Det er en fandens dreng, han gør mig gal med sin snak. Fort, herut!",NA,"Barselsstuen",4,"(1724)"
"65","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",6,"Scene 4",4,"Corfitz",NA,"Men hvad skal jeg gøre? Jeg får vel at have tålmodighed og betale arbejdslønnen oven i købet. Når jeg regner efter hvad denne barsel har allerede kostet mig, så rejser hårene sig på mit hoved. Dog, løn som forskyldt! Hvad havde jeg, en mand på 70 år, dér at bestille? Men der kommer min nabo Jeronimus.",NA,"Barselsstuen",4,"(1724)"
"66","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",15,"Scene 5",5,"Corfitz",NA,"Lad os ikke tale mere derom. Der kommer drengen.",NA,"Barselsstuen",4,"(1724)"
"67","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",20,"Scene 6",6,"Corfitz",NA,"Jeg vil straks komme efter.",NA,"Barselsstuen",4,"(1724)"
"68","Barselstuen_mod.jsonl","Første akt",1,"Barselsstuen Komedie",46,"Scene 7",7,"Corfitz",NA,"Ak, jeg elendige menneske! Spot og skade følges ad. Men over hvem kan jeg klage uden mig selv? Jeg har læst i en komedie at når en ung kone ta’r en gammel mand, da, omendskønt det ej indføres i kontrakten, så forstås dog derunder at han skal gøre hende den villighed at dø inden et år, og når han det ikke gør, er hun ikke forpligtet at holde kontrakten i andre punkter.",NA,"Barselsstuen",4,"(1724)"
"69","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",26,"Scene 1",1,"",NA,"Hun skulle have fået 12 ulykker, havde jeg været til stede. Men se, der har vi atter visitter på halsen.",NA,"Barselsstuen",4,"(1724)"
"70","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",41,"Scene 2",2,"1. dame",NA,"Mener I at den ko har ikke også fået adrienne på sig?",NA,"Barselsstuen",4,"(1724)"
"71","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",47,"Scene 3",3,"1. dame",NA,"Nej, vi må hen et andet steds.",NA,"Barselsstuen",4,"(1724)"
"72","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",11,"Scene 4",4,"Barselskvinden",NA,"Og jeg kan sværge madamen til at jeg ikke sagde det af nogen ondskab; men hun ved selv, når man ser at et fruentimmer blusser i ansigtet, siger man straks at hun ta’r en tår. Men der har vi fremmede igen.",NA,"Barselsstuen",4,"(1724)"
"73","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",18,"Scene 5",5,"Barselskvinden",NA,"Ak, ak, jeg arme menneske, som skal plages med disse folk! Hør, hvem er i køkkenet? Kom ind!",NA,"Barselsstuen",4,"(1724)"
"74","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",49,"Scene 6",6,"Corfitz",NA,"Ak, jeg er om en hals.",NA,"Barselsstuen",4,"(1724)"
"75","Barselstuen_mod.jsonl","Anden akt",2,"Barselsstuen Komedie",7,"Scene 7",7,"Barselskonen","(Sagte)","Nu må der komme så mange urimelige folk som der lyster, thi jeg har alt overgivet mig.",NA,"Barselsstuen",6,"(1724)"
